instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_label,month_label,weather_label,weekday_label,casual_percent,registered_percent,temp_actual,atemp_actual,hum_actual,windspeed_actual,cluster
114,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,2011,4,24,Sunday,Summer,Apr,Mist,Sunday,40.8017179670723,59.19828203292771,23.848347,27.58815,81.08330000000001,12.875725000000001,1
115,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,2011,4,25,Monday,Summer,Apr,Clear,Monday,18.978639823226125,81.02136017677388,24.873347,28.725,77.6667,12.417311,1
116,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,2011,4,26,Tuesday,Summer,Apr,Clear,Tuesday,15.409090909090908,84.5909090909091,25.898346999999998,29.704150000000002,72.9167,21.875500000000002,3
117,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,2011,4,27,Wednesday,Summer,Apr,Mist,Wednesday,14.12706611570248,85.87293388429752,25.419999999999998,28.7571,83.54169999999999,20.917399999999997,1
118,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,2011,4,28,Thursday,Summer,Apr,Mist,Thursday,14.02168555938886,85.97831444061114,25.317500000000003,28.946450000000002,70.08330000000001,21.500836000000003,3
119,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,2011,4,29,Friday,Summer,Apr,Clear,Friday,19.10772578890098,80.89227421109902,20.91,24.87315,45.7083,16.084221,3
120,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,2011,4,30,Saturday,Summer,Apr,Clear,Saturday,36.99171686746988,63.00828313253012,19.3725,23.201050000000002,50.3333,15.750025,3
121,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,2011,5,1,Sunday,Summer,May,Mist,Sunday,33.9600119367353,66.0399880632647,18.518347,22.4102,76.2083,7.125718,1
122,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847,3554,4401,2011,5,2,Monday,Summer,May,Mist,Monday,19.24562599409225,80.75437400590775,22.515846999999997,26.64165,73.0,12.291418,1
123,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603,3848,4451,2011,5,3,Tuesday,Summer,May,Mist,Tuesday,13.54751741181757,86.45248258818243,25.283347,29.10395,69.7083,22.958689,3
124,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633,2011,5,4,Wednesday,Summer,May,Mist,Wednesday,9.684770224078997,90.315229775921,16.980847,20.2325,73.70830000000001,22.042732,0
125,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614,3819,4433,2011,5,5,Thursday,Summer,May,Clear,Thursday,13.85066546356869,86.14933453643131,18.825847,22.09585,44.4167,19.791263999999998,3
126,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894,3714,4608,2011,5,6,Friday,Summer,May,Clear,Friday,19.401041666666664,80.59895833333334,19.645847,23.70585,59.0,15.292482,3
127,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714,2011,5,7,Saturday,Summer,May,Clear,Saturday,34.19601187950785,65.80398812049215,21.32,25.63105,54.125,10.750150000000001,1
128,2011-05-08,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,4333,2011,5,8,Sunday,Summer,May,Clear,Sunday,32.3332564043388,67.6667435956612,21.661653,25.946649999999998,63.1667,5.0007125,1
129,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664,3698,4362,2011,5,9,Monday,Summer,May,Clear,Monday,15.222375057313158,84.77762494268684,21.8325,26.2623,58.875,11.792,1
130,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803,2011,5,10,Tuesday,Summer,May,Clear,Tuesday,14.449302519258797,85.5506974807412,21.8325,26.13605,48.9167,7.749956999999999,1
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,2011,5,11,Wednesday,Summer,May,Clear,Wednesday,13.151602104256337,86.84839789574367,22.2425,26.419999999999998,63.29169999999999,8.083014,1
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,2011,5,12,Thursday,Summer,May,Clear,Thursday,14.288651315789474,85.71134868421053,21.935000000000002,26.16815,74.75,12.707689,1
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,2011,5,13,Friday,Summer,May,Mist,Friday,16.857490864799026,83.14250913520097,21.0125,24.715,86.33330000000001,12.041575,1
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,2011,5,14,Saturday,Summer,May,Mist,Saturday,26.459372249926666,73.54062775007334,21.354153,25.03145,92.25,9.041649999999999,1
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,2011,5,15,Sunday,Summer,May,Mist,Sunday,34.74632110696244,65.25367889303756,23.0625,26.8,86.70830000000001,10.249593,1
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,2011,5,16,Monday,Summer,May,Clear,Monday,19.530065689742294,80.46993431025771,23.677500000000002,27.5256,78.79169999999999,8.500357000000001,1
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,2011,5,17,Tuesday,Summer,May,Mist,Tuesday,16.444336648071793,83.55566335192822,23.028347,26.926450000000003,83.7917,18.582718,1
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,2011,5,18,Wednesday,Summer,May,Mist,Wednesday,13.90402075226978,86.09597924773023,22.55,26.3579,87.0,13.499964,1
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,2011,5,19,Thursday,Summer,May,Mist,Thursday,16.065573770491802,83.93442622950819,21.764153,25.537100000000002,82.9583,7.250271000000001,1
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,2011,5,20,Friday,Summer,May,Clear,Friday,18.48688224527151,81.5131177547285,22.003347,26.4521,71.9583,8.375871,1
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,2011,5,21,Saturday,Summer,May,Clear,Saturday,38.897502153316104,61.10249784668389,24.7025,28.59875,62.6667,8.083549999999999,2
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,2011,5,22,Sunday,Summer,May,Clear,Sunday,33.81974248927039,66.18025751072962,24.770847,28.725,74.9583,9.916536,1
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,2011,5,23,Monday,Summer,May,Mist,Monday,19.560131024801123,80.43986897519888,25.898346999999998,29.5148,81.0,15.667413999999999,1
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,2011,5,24,Tuesday,Summer,May,Mist,Tuesday,14.67052537845058,85.32947462154942,27.060000000000002,30.240650000000002,74.0833,13.875164,1
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,2011,5,25,Wednesday,Summer,May,Clear,Wednesday,14.865407794294896,85.1345922057051,27.094153,30.7771,69.625,10.333611000000001,1
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,2011,5,26,Thursday,Summer,May,Clear,Thursday,16.206970280094076,83.79302971990592,29.041653,32.7344,67.75,13.376014,1
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,2011,5,27,Friday,Summer,May,Clear,Friday,18.61508869416542,81.38491130583458,27.948347000000002,31.8504,65.375,16.125493,1
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,2011,5,28,Saturday,Summer,May,Clear,Saturday,42.055485498108446,57.944514501891554,26.889153,30.61895,72.9583,15.416164,1
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,2011,5,29,Sunday,Summer,May,Clear,Sunday,49.18546365914787,50.814536340852136,27.3675,30.777500000000003,81.875,14.333846,1
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,2011,5,30,Monday,Summer,May,Clear,Monday,37.79892630551488,62.20107369448511,30.066653000000002,33.5546,68.5,8.792075,1
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,2011,5,31,Tuesday,Summer,May,Clear,Tuesday,16.90105474635861,83.09894525364139,31.775000000000002,36.26915,63.6667,7.459042999999999,1
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,2011,6,1,Wednesday,Summer,Jun,Mist,Wednesday,12.908907901358832,87.09109209864117,31.330847000000002,36.04835,67.7083,13.875164,1
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,2011,6,2,Thursday,Summer,Jun,Clear,Thursday,14.814814814814813,85.18518518518519,29.314999999999998,32.1971,30.5,19.583229000000003,3
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,2011,6,3,Friday,Summer,Jun,Clear,Friday,16.90512048192771,83.09487951807229,25.419999999999998,29.356650000000002,35.4167,16.959107,3
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,2011,6,4,Saturday,Summer,Jun,Clear,Saturday,34.986896293523024,65.01310370647697,26.035,29.7348,45.625,8.250514,2
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,2011,6,5,Sunday,Summer,Jun,Mist,Sunday,34.34569914390542,65.65430085609458,26.581653000000003,30.8402,65.25,9.292364000000001,1
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,2011,6,6,Monday,Summer,Jun,Clear,Monday,14.797713280562885,85.20228671943711,27.811653,31.0929,60.0,8.167032,1
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,2011,6,7,Tuesday,Summer,Jun,Clear,Tuesday,15.787295675563831,84.21270432443617,29.0075,32.7975,59.791700000000006,12.583136,1
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,2011,6,8,Wednesday,Summer,Jun,Clear,Wednesday,15.360145421495114,84.63985457850488,31.809153,36.36395,62.20830000000001,9.166739,1
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,2011,6,9,Thursday,Summer,Jun,Mist,Thursday,14.38058748403576,85.61941251596424,33.141653,37.87895,56.833299999999994,10.042161,1
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,2011,6,10,Friday,Summer,Jun,Clear,Friday,17.771478412559965,82.22852158744004,30.955000000000002,35.1646,60.5,9.417118,1
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,2011,6,11,Saturday,Summer,Jun,Clear,Saturday,34.81675392670157,65.18324607329843,29.724999999999998,33.901900000000005,65.45830000000001,10.374949999999998,2
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,2011,6,12,Sunday,Summer,Jun,Clear,Sunday,32.89237668161435,67.10762331838565,28.392500000000002,32.166250000000005,74.7917,10.958988999999999,1
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,2011,6,13,Monday,Summer,Jun,Clear,Monday,17.191235059760956,82.80876494023904,26.035,30.082700000000003,49.4583,20.45845,3
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,2011,6,14,Tuesday,Summer,Jun,Clear,Tuesday,14.864035984461255,85.13596401553875,24.770847,29.5773,50.708299999999994,18.041961,3
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,2011,6,15,Wednesday,Summer,Jun,Clear,Wednesday,14.845559845559844,85.15444015444015,25.693347,29.3877,47.1667,11.250104,3
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,2011,6,16,Thursday,Summer,Jun,Mist,Thursday,14.467746217148925,85.53225378285107,25.761653000000003,29.767300000000002,68.8333,13.833556999999999,1
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,2011,6,17,Friday,Summer,Jun,Clear,Friday,17.81585466556565,82.18414533443436,26.615847000000002,30.01915,73.5833,9.582942999999998,1
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,2011,6,18,Saturday,Summer,Jun,Clear,Saturday,35.299863254541904,64.7001367454581,28.563347,32.197700000000005,67.0417,8.000336,2
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,2011,6,19,Sunday,Summer,Jun,Mist,Sunday,34.548903878583474,65.45109612141653,28.665847,32.292300000000004,66.6667,6.834,1
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,2011,6,20,Monday,Summer,Jun,Mist,Monday,17.43142144638404,82.56857855361595,26.035,29.767300000000002,74.625,10.416825,1
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,2011,6,21,Tuesday,Fall,Jun,Mist,Tuesday,16.008273009307135,83.99172699069285,27.914153000000002,31.8823,77.0417,11.458675000000001,1
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,2011,6,22,Wednesday,Fall,Jun,Clear,Wednesday,14.666074994453075,85.33392500554693,30.066653000000002,34.69145,70.75,11.541554,1
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,2011,6,23,Thursday,Fall,Jun,Mist,Thursday,15.5741127348643,84.4258872651357,29.861653,34.69165,70.3333,15.999868,1
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,2011,6,24,Friday,Fall,Jun,Clear,Friday,19.41494690442797,80.58505309557204,29.690847,32.82915,57.3333,14.875675,1
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,2011,6,25,Saturday,Fall,Jun,Clear,Saturday,34.2560553633218,65.7439446366782,28.494999999999997,32.16565,48.3333,14.041257,2
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,2011,6,26,Sunday,Fall,Jun,Clear,Sunday,36.19227144203582,63.80772855796418,27.880000000000003,31.88145,51.3333,6.3337311,2
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,2011,6,27,Monday,Fall,Jun,Mist,Monday,18.139337298215803,81.8606627017842,27.982499999999998,31.8502,65.8333,7.2083960000000005,1
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,2011,6,28,Tuesday,Fall,Jun,Clear,Tuesday,15.748709122203097,84.2512908777969,30.510847000000002,34.6279,63.416700000000006,9.666960999999999,1
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,2011,6,29,Wednesday,Fall,Jun,Clear,Wednesday,16.229665071770334,83.77033492822966,29.861653,32.7344,49.7917,17.542007,3
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,2011,6,30,Thursday,Fall,Jun,Clear,Thursday,18.621940163191297,81.3780598368087,28.563347,31.8504,43.416700000000006,12.415904000000001,2
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,2011,7,1,Friday,Fall,Jul,Clear,Friday,23.237597911227155,76.76240208877284,29.622500000000002,32.6081,39.625,6.874736,2
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,2011,7,2,Saturday,Fall,Jul,Clear,Saturday,43.05528423520219,56.94471576479781,30.271653,33.3654,44.4583,7.709154,2
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,2011,7,3,Sunday,Fall,Jul,Mist,Sunday,49.085824908582495,50.91417509141751,29.383347,33.42875,68.25,15.333486,2
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,2011,7,4,Monday,Fall,Jul,Mist,Monday,50.71984113850736,49.28015886149264,29.793346999999997,33.27085,63.7917,5.4591064000000005,2
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,2011,7,5,Tuesday,Fall,Jul,Clear,Tuesday,22.10075026795284,77.89924973204717,30.613346999999997,34.816900000000004,59.0417,8.459286,1
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,2011,7,6,Wednesday,Fall,Jul,Clear,Wednesday,16.936703391661265,83.06329660833873,29.52,34.28165,74.33330000000001,10.042161,1
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,2011,7,7,Thursday,Fall,Jul,Clear,Thursday,16.4198606271777,83.5801393728223,30.75,34.34355,65.125,10.666400000000001,1
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,2011,7,8,Friday,Fall,Jul,Mist,Friday,17.12871287128713,82.87128712871286,29.075847,33.524150000000006,75.79169999999999,15.083643,1
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,2011,7,9,Saturday,Fall,Jul,Clear,Saturday,37.25637181409295,62.74362818590704,30.066653000000002,33.2079,60.9167,11.250104,2
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,2011,7,10,Sunday,Fall,Jul,Clear,Sunday,35.709895513214505,64.2901044867855,30.6475,34.50125,57.8333,12.292557,2
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,2011,7,11,Monday,Fall,Jul,Clear,Monday,17.694566813509542,82.30543318649045,31.2625,36.4902,63.5833,18.916579,1
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,2011,7,12,Tuesday,Fall,Jul,Clear,Tuesday,15.547205260685768,84.45279473931423,32.560846999999995,36.96375,55.9167,13.417017999999999,1
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,2011,7,13,Wednesday,Fall,Jul,Clear,Wednesday,17.227084292952558,82.77291570704745,30.613346999999997,34.4702,63.1667,9.790911000000001,1
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,2011,7,14,Thursday,Fall,Jul,Clear,Thursday,17.466561762391816,82.53343823760818,27.914153000000002,31.7552,47.625,16.124689,3
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,2011,7,15,Friday,Fall,Jul,Clear,Friday,23.799205489346335,76.20079451065367,27.196652999999998,31.21855,59.12500000000001,12.249811,2
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,2011,7,16,Saturday,Fall,Jul,Clear,Saturday,40.823906803984464,59.176093196015536,28.153347,31.91315,58.5,13.958914,2
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,2011,7,17,Sunday,Fall,Jul,Clear,Sunday,37.834779328555264,62.16522067144474,29.485847,33.49165,60.4167,16.417211,2
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,2011,7,18,Monday,Fall,Jul,Clear,Monday,18.864961866307763,81.13503813369223,30.613346999999997,35.19625,65.125,14.458867999999999,1
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,2011,7,19,Tuesday,Fall,Jul,Clear,Tuesday,16.560229024443952,83.43977097555604,31.843347,37.37395,65.0417,8.7502,1
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,2011,7,20,Wednesday,Fall,Jul,Clear,Wednesday,14.866112650046167,85.13388734995382,31.501653,37.3425,70.70830000000001,7.625739,1
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,2011,7,21,Thursday,Fall,Jul,Mist,Thursday,16.701902748414376,83.29809725158562,33.415,41.31855,69.125,14.875407,1
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,2011,7,22,Friday,Fall,Jul,Clear,Friday,16.592855033953352,83.40714496604666,34.781653,42.0448,58.0417,8.9177,1
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,2011,7,23,Saturday,Fall,Jul,Clear,Saturday,30.04566210045662,69.95433789954339,34.815847,40.214349999999996,50.0,8.791807,1
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,2011,7,24,Sunday,Fall,Jul,Clear,Sunday,29.11813643926789,70.88186356073211,34.03,39.74145,55.0833,11.334456999999999,1
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,2011,7,25,Monday,Fall,Jul,Clear,Monday,14.791666666666666,85.20833333333333,30.476653000000002,36.0479,75.7083,6.0841560999999995,1
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,2011,7,26,Tuesday,Fall,Jul,Clear,Tuesday,16.33986928104575,83.66013071895425,31.638347,34.84895,54.0833,13.417285999999999,1
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,2011,7,27,Wednesday,Fall,Jul,Clear,Wednesday,16.215635738831615,83.78436426116839,31.775000000000002,34.53335,40.291700000000006,12.292020999999998,3
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,2011,7,28,Thursday,Fall,Jul,Clear,Thursday,13.804100227790434,86.19589977220957,31.945847,36.995,58.3333,11.958093,1
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,2011,7,29,Friday,Fall,Jul,Clear,Friday,17.420696827873115,82.57930317212688,34.371653,39.29835,54.25,11.667245999999999,1
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,2011,7,30,Saturday,Fall,Jul,Clear,Saturday,34.83798882681564,65.16201117318435,32.970847,36.42685,46.5833,11.291979,2
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,2011,7,31,Sunday,Fall,Jul,Clear,Sunday,35.425383542538356,64.57461645746164,33.039153,36.4898,48.0833,11.042470999999999,2
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,2011,8,1,Monday,Fall,Aug,Clear,Monday,17.088607594936708,82.91139240506328,31.638347,35.1646,55.0833,10.500039,1
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,2011,8,2,Tuesday,Fall,Aug,Clear,Tuesday,16.53250773993808,83.46749226006192,32.116653,35.35355,49.125,13.79195,3
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,2011,8,3,Wednesday,Fall,Aug,Mist,Wednesday,13.06659205372132,86.93340794627869,29.998347,33.99685,65.75,9.084061,1
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,2011,8,4,Thursday,Fall,Aug,Mist,Thursday,17.460664335664337,82.53933566433567,29.11,33.2394,75.75,13.20905,1
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,2011,8,5,Friday,Fall,Aug,Clear,Friday,21.023427866831074,78.97657213316893,29.144153000000003,32.82835,63.083299999999994,12.374632,1
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,2011,8,6,Saturday,Fall,Aug,Mist,Saturday,35.42151839776432,64.57848160223568,29.383347,33.807700000000004,75.5,15.29275,1
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,2011,8,7,Sunday,Fall,Aug,Clear,Sunday,34.293262879788635,65.70673712021136,30.442500000000003,35.7646,75.29169999999999,13.499629,1
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,2011,8,8,Monday,Fall,Aug,Clear,Monday,19.55617198335645,80.44382801664355,31.365000000000002,35.16415,59.2083,12.875725000000001,1
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,2011,8,9,Tuesday,Fall,Aug,Clear,Tuesday,19.708822251195134,80.29117774880487,31.775000000000002,36.20605,57.04169999999999,10.125107,1
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,2011,8,10,Wednesday,Fall,Aug,Clear,Wednesday,18.493723849372383,81.50627615062761,31.433346999999998,34.24915,42.4167,13.417285999999999,3
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,2011,8,11,Thursday,Fall,Aug,Clear,Thursday,16.9449081803005,83.0550918196995,29.4175,32.57605,42.375,11.041332,3
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,2011,8,12,Friday,Fall,Aug,Clear,Friday,21.42711518858308,78.57288481141693,29.041653,32.7021,41.5,8.416607,2
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,2011,8,13,Saturday,Fall,Aug,Mist,Saturday,36.24096385542169,63.75903614457832,28.119153,32.2929,72.9583,14.167418,1
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,2011,8,14,Sunday,Fall,Aug,Mist,Sunday,35.026178010471206,64.97382198952879,27.743347,31.219400000000004,81.75,14.916411,1
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,2011,8,15,Monday,Fall,Aug,Clear,Monday,17.865375749193177,82.13462425080682,27.299153,30.80835,71.20830000000001,13.999918,1
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,2011,8,16,Tuesday,Fall,Aug,Clear,Tuesday,15.259259259259258,84.74074074074073,28.734153000000003,32.29185,57.8333,15.834043000000001,3
